
|diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block,diamond_block
|oak_log,,,,,,,,,,,,,,,,,,,spruce_log
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,@player,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
birch_log,,,,,,,,,,,,,,,,,,,jungle_log
